category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
Biotechnology,100000,operating,USA,NY,Long Island,Stony Brook,1,2013-01-01,2014-06-09,2014-06-09
Clean Technology,11500000,closed,CAN,AB,Calgary,Calgary,1,1995-01-01,2014-03-12,2014-03-12
Biotechnology,9007512,operating,USA,OH,"Columbus, Ohio",Columbus,4,2007-01-01,2008-01-23,2013-09-06
Advertising,-,operating,DEU,2,Munich,Munich,1,2013-01-01,2014-07-31,2014-07-31
Analytics,35050000,operating,USA,CA,SF Bay Area,Mountain View,5,2011-12-22,2012-09-28,2015-09-02
Biotechnology,980000,operating,USA,ID,ID - Other,Nampa,1,2012-01-01,2012-05-18,2012-05-18
Biotechnology,382014,operating,USA,TX,Austin,Austin,6,2004-01-01,2009-09-09,2015-06-16
Biotechnology,1003918,operating,PRT,13,Coimbra,Coimbrã,1,2010-01-21,2013-07-25,2013-07-25
Advertising,-,operating,GBR,H9,London,London,1,2009-08-01,2010-09-16,2010-09-16
Analytics,2130000,operating,USA,MA,Boston,Boston,2,2007-01-01,2008-11-01,2010-06-02
Software,50000,operating,USA,IN,South Bend,South Bend,1,2013-01-01,2015-02-09,2015-02-09
Curated Web,447240,operating,LKA,36,Sri Lanka,Colombo,3,2012-07-20,2012-08-10,2014-12-10
Enterprise Software,8800000,acquired,CAN,QC,Montreal,Montréal,3,2003-01-01,2005-01-10,2009-01-19
Biotechnology,75000,operating,USA,OR,"Portland, Oregon",Wilsonville,1,2006-01-01,2011-03-18,2011-03-18
Software,533350,operating,USA,TX,Houston,Houston,1,2012-01-01,2014-03-18,2014-03-18
Apps,10300000,operating,USA,NY,New York City,New York,1,2011-01-01,2014-07-24,2014-07-24
Biotechnology,3750000,operating,USA,CA,SF Bay Area,San Francisco,2,2012-01-01,2013-04-01,2013-06-13
Software,10510000,acquired,GBR,H9,London,London,1,1992-01-01,2005-03-03,2005-03-03
Advertising,116400000,ipo,USA,NY,New York City,New York,8,2005-01-01,2006-03-01,2011-09-12
Analytics,40000,operating,USA,NY,New York City,New York,3,2013-01-01,2013-01-24,2015-01-15
Software,20100000,operating,USA,TX,Austin,Austin,4,2012-01-01,2013-08-21,2015-10-29
Advertising,29702,operating,CAN,ON,Toronto,Toronto,1,2013-02-28,2013-05-01,2013-05-01
Analytics,200000,operating,USA,DC,"Washington, D.C.",Washington,1,2012-05-01,2013-06-17,2013-06-17
E-Commerce,1000000,operating,DEU,16,Berlin,Berlin-baumschulenweg,1,2013-02-26,2013-12-30,2013-12-30
E-Commerce,36940188,operating,TUR,34,Istanbul,Istanbul,3,2009-11-01,2010-07-23,2011-07-22
Software,10000000,acquired,USA,CO,Denver,Greenwood Village,1,2001-01-01,2007-04-06,2007-04-06
Analytics,1250000,operating,USA,NC,Charlotte,Charlotte,2,2011-01-01,2011-05-31,2012-12-04
Biotechnology,174000000,ipo,USA,PA,Philadelphia,King Of Prussia,5,2007-01-01,2008-03-01,2014-11-05
Biotechnology,4400000,operating,USA,PA,Philadelphia,Bryn Mawr,1,2008-01-01,2013-09-19,2013-09-19
Biotechnology,47564102,operating,USA,CT,CT - Other,Sandy Hook,3,2011-01-01,2012-12-18,2015-01-08
Biotechnology,160000,operating,USA,MA,New Bedford,Foxboro,1,2000-01-01,2012-07-27,2012-07-27
E-Commerce,277226267,operating,USA,CA,SF Bay Area,Pleasanton,12,2003-01-01,2007-05-24,2014-10-09
Software,887000,acquired,CAN,ON,ON - Other,Carleton Place,1,2003-01-01,2006-10-26,2006-10-26
Software,2100000,operating,USA,TX,Austin,Austin,1,1997-01-01,2007-04-30,2007-04-30
Advertising,-,operating,USA,FL,Tampa,Tampa,1,2004-01-01,2009-12-04,2009-12-04
Advertising,58900000,acquired,USA,CA,SF Bay Area,Mountain View,4,2006-02-09,2006-12-13,2012-01-31
Curated Web,1500000,closed,USA,CA,SF Bay Area,Palo Alto,2,2009-01-01,2010-03-15,2010-07-27
Apps,336000,operating,FRA,A8,Paris,Paris,1,2014-07-03,2015-09-10,2015-09-10
E-Commerce,5600000,operating,GBR,H9,London,London,3,2010-01-01,2011-06-10,2013-01-15
Software,28120000,acquired,GBR,H9,London,London,3,2003-01-01,2005-07-01,2009-01-14
Analytics,100000,operating,USA,FL,FL - Other,Saint Petersburg,1,2012-04-01,2014-06-01,2014-06-01
Biotechnology,31998025,acquired,CAN,ON,Toronto,Hamilton,2,2013-01-01,2014-08-25,2015-06-05
Software,-,closed,AUT,9,Vienna,Vienna,1,2007-01-01,2012-12-12,2012-12-12
Biotechnology,44514244,operating,USA,CA,SF Bay Area,Menlo Park,3,2013-01-01,2014-01-30,2015-03-04
Enterprise Software,40100000,acquired,USA,CA,SF Bay Area,Los Gatos,4,2000-01-01,2005-02-14,2009-12-28
Clean Technology,2175000,operating,USA,TN,Chattanooga,Chattanooga,5,2002-01-01,2002-01-01,2009-01-01
Clean Technology,668048,operating,GBR,V2,Glasgow,Glasgow,2,2003-01-01,2012-11-22,2013-03-22
Clean Technology,2200000,operating,USA,PA,PA - Other,Frederick,1,2010-01-01,2013-06-27,2013-06-27
Software,41300000,operating,USA,CA,SF Bay Area,San Francisco,3,2012-01-01,2012-10-04,2014-05-29
Biotechnology,5204967,operating,USA,CA,SF Bay Area,Moraga,3,2006-01-01,2009-12-23,2013-06-17
Software,15100000,acquired,USA,NJ,Newark,Jersey City,4,2004-01-01,2003-05-01,2007-02-06
Apps,2600000,operating,CAN,ON,Toronto,Toronto,2,2012-01-01,2014-04-02,2015-03-04
Advertising,28219452,operating,USA,NY,New York City,New York,4,2013-01-06,2013-04-02,2015-12-02
Advertising,18450000,acquired,USA,CA,SF Bay Area,San Francisco,5,2006-10-01,2007-03-01,2013-05-16
Mobile,7700000,closed,USA,CA,SF Bay Area,San Mateo,2,2002-01-01,2008-01-01,2013-04-01
Apps,-,acquired,SWE,28,Gothenburg,Göteborg,1,2013-12-09,2014-03-01,2014-03-01
Biotechnology,2972866,operating,USA,AL,Montgomery,Montgomery,4,2000-01-01,2007-09-06,2012-08-01
Biotechnology,12631268,ipo,CAN,ON,Toronto,Mississauga,2,2008-01-01,2014-02-23,2014-08-14
Biotechnology,30000000,closed,USA,CA,SF Bay Area,Menlo Park,3,2002-01-01,2002-09-25,2009-11-13
Biotechnology,11579400,operating,IRL,7,Dublin,Dublin,1,1999-01-01,2013-05-28,2013-05-28
Software,2250000,operating,USA,AL,Birmingham,Birmingham,1,2008-01-01,2011-06-07,2011-06-07
Clean Technology,8362900,operating,NLD,7,NLD - Other,De Goorn,1,2001-01-01,2013-06-19,2013-06-19
Apps,1000000,operating,IND,19,Bangalore,Bangalore,1,2013-01-01,2015-02-22,2015-02-22
E-Commerce,3137564,operating,ESP,56,Barcelona,Barcelona,4,2013-02-04,2012-07-01,2015-07-15
Enterprise Software,16000000,operating,USA,NY,New York City,New York,2,2005-01-01,2012-08-22,2015-04-07
Advertising,16625000,operating,USA,NY,New York City,New York,4,2012-01-09,2012-01-11,2015-06-11
Advertising,50000,closed,USA,NY,New York City,New York,1,2010-06-01,2011-03-01,2011-03-01
Apps,2349768,operating,USA,GA,Atlanta,Atlanta,6,2011-02-02,2011-06-06,2014-11-19
Curated Web,110000,operating,TUR,17,Ã‡an,Çan,2,2013-07-11,2013-07-01,2013-12-01
Curated Web,82112946,operating,JPN,40,Tokyo,Tokyo,4,2011-03-31,2011-05-16,2013-08-06
Software,-,closed,USA,CA,SF Bay Area,San Francisco,1,2011-01-01,2012-08-01,2012-08-01
Analytics,500000,operating,USA,CT,Hartford,New Canaan,1,2012-08-01,2012-08-01,2012-08-01
Mobile,44642000,operating,USA,PA,Pittsburgh,Pittsburgh,4,2005-01-01,2009-03-30,2012-04-20
Curated Web,1300000,closed,JPN,40,Tokyo,Tokyo,2,2012-01-17,2012-02-01,2014-04-30
Biotechnology,69325793,acquired,USA,MA,Boston,Lexington,3,2004-01-01,2007-02-28,2011-06-07
E-Commerce,18000000,acquired,ISR,2,Netanya,Netanya,2,1997-01-01,1999-12-10,2008-02-18
Software,3000000,operating,USA,CA,SF Bay Area,San Francisco,2,2012-09-01,2014-11-03,2015-05-06
Mobile,1100000,operating,BRA,2,Sao Paulo,São Paulo,2,2014-01-01,2014-11-11,2015-08-19
Clean Technology,20000000,closed,CHN,30,Shenzhen,Shenzhen,1,1993-01-01,2008-10-28,2008-10-28
Analytics,2899980,closed,USA,NV,Las Vegas,Henderson,2,2008-09-01,2010-06-04,2010-11-05
Enterprise Software,86000000,acquired,CAN,ON,Ottawa,Ottawa,3,2000-01-01,2003-02-07,2005-05-26
Curated Web,10000,operating,USA,NE,Omaha,Omaha,1,2009-11-01,2010-07-15,2010-07-15
Biotechnology,25358200,closed,USA,CA,San Diego,San Diego,3,1999-01-01,2012-03-27,2014-07-01
Analytics,10700000,operating,USA,FL,Palm Beaches,Delray Beach,3,2011-01-01,2011-05-11,2015-02-23
Curated Web,759000,operating,USA,CA,SF Bay Area,Sunnyvale,3,2011-06-01,2011-07-13,2013-07-01
E-Commerce,550000,operating,USA,CA,Napa Valley,Napa,1,2012-06-18,2014-02-23,2014-02-23
Advertising,1700000,operating,USA,CT,Hartford,Stamford,1,2013-02-01,2015-09-29,2015-09-29
E-Commerce,1400000,operating,USA,CA,Los Angeles,Santa Monica,2,2012-11-12,2013-11-27,2015-05-07
Apps,120000,operating,USA,MO,Kansas City,Kansas City,1,2012-04-17,2013-06-11,2013-06-11
Clean Technology,40000,operating,CHL,12,Santiago,Santiago,1,2012-03-01,2012-02-09,2012-02-09
E-Commerce,1456338,operating,USA,AZ,Phoenix,Scottsdale,1,2010-01-01,2012-06-29,2012-06-29
Biotechnology,97000000,operating,USA,CA,SF Bay Area,South San Francisco,3,2013-01-01,2014-06-17,2015-12-03
Analytics,3000000,acquired,USA,MA,Boston,Boston,1,2010-01-01,2013-01-24,2013-01-24
Analytics,-,operating,IRL,7,Dublin,Dublin,1,2011-05-05,2012-02-01,2012-02-01
Apps,80100000,operating,SWE,26,Stockholm,Stockholm,4,2009-07-01,2011-12-14,2014-10-08
Analytics,631338,operating,GBR,H9,London,London,2,2014-03-05,2014-09-05,2015-01-20
Software,16700000,acquired,USA,CA,SF Bay Area,Los Gatos,3,2004-01-01,2005-08-02,2008-02-27
Enterprise Software,20175000,operating,USA,NY,New York City,New York,6,2010-01-01,2011-07-20,2014-01-30
E-Commerce,13499935,operating,USA,NY,New York City,New York,4,2013-12-01,2014-08-01,2015-08-22
Advertising,14494576,operating,USA,CO,Denver,Westminster,3,2002-01-01,2011-03-14,2014-07-02
Software,850000,operating,USA,UT,Salt Lake City,Sandy,1,2000-01-01,2010-05-26,2010-05-26
Mobile,608167,operating,GBR,H9,London,London,3,2012-01-01,2012-08-01,2013-12-01
Biotechnology,14579328,operating,USA,CA,Santa Barbara,Santa Barbara,6,2003-01-01,2010-02-12,2013-08-14
Advertising,49850000,acquired,USA,CA,Los Angeles,Los Angeles,5,2007-01-01,2007-12-01,2014-05-21
Analytics,10900000,operating,USA,CA,SF Bay Area,San Mateo,2,2013-12-04,2013-12-04,2014-09-30
Enterprise Software,1400000,operating,USA,NY,New York City,New York,2,2012-11-01,2013-05-01,2014-12-17
Mobile,40000,operating,CHL,12,Santiago,Santiago,1,2013-12-12,2013-12-13,2013-12-13
E-Commerce,225000,operating,USA,NY,New York City,New York,1,2012-01-01,2012-04-01,2012-04-01
Apps,150000,operating,USA,MO,St. Louis,St Louis,1,2011-01-01,2013-11-04,2013-11-04
Curated Web,32882,operating,NLD,7,Amsterdam,Amsterdam,1,2011-01-01,2012-03-06,2012-03-06
Curated Web,2000000,closed,USA,WA,Seattle,Seattle,1,2007-01-01,2007-06-01,2007-06-01
Software,200000,operating,USA,CA,SF Bay Area,Cupertino,1,2008-01-01,2010-12-20,2010-12-20
Curated Web,28190107,operating,USA,CA,SF Bay Area,Santa Clara,4,2013-04-01,2013-11-26,2014-10-15
Mobile,23500000,acquired,USA,VA,"Washington, D.C.",Mclean,3,2003-03-01,2005-11-04,2009-07-29
E-Commerce,310473,closed,GBR,X5,Cardiff,Cardiff,1,2011-07-17,2011-01-01,2011-01-01
Software,200000,operating,USA,AZ,Phoenix,Phoenix,1,2014-01-01,2015-02-10,2015-02-10
Enterprise Software,37000000,operating,USA,CA,SF Bay Area,San Francisco,3,1997-01-01,2008-07-15,2012-01-23
Apps,-,operating,USA,CA,SF Bay Area,San Francisco,1,2015-01-01,2015-07-26,2015-07-26
Curated Web,5200000,operating,USA,NY,New York City,New York,3,2010-01-01,2010-05-22,2015-05-14
Advertising,300000,operating,USA,CA,SF Bay Area,Menlo Park,1,2011-01-14,2012-05-31,2012-05-31
Curated Web,1000000,operating,MYS,14,Kuala Lumpur,Kuala Lumpur,1,2013-06-01,2014-09-14,2014-09-14
E-Commerce,7826121,operating,IRL,4,Cork,Cork,5,2013-01-22,2013-02-14,2015-07-01
Curated Web,-,operating,USA,CA,SF Bay Area,Redwood City,1,2008-12-01,2011-12-21,2011-12-21
Software,1000000,operating,USA,NV,Las Vegas,Las Vegas,1,2005-01-01,2012-12-19,2012-12-19
E-Commerce,28751437,operating,SWE,26,Stockholm,Stockholm,1,2008-04-01,2014-11-04,2014-11-04
Curated Web,11000,closed,USA,WA,Seattle,Kenmore,2,2011-03-01,2011-04-17,2011-06-09
Curated Web,116900000,operating,DNK,17,Copenhagen,Copenhagen,5,2007-01-01,2011-01-28,2015-05-28
Mobile,14500000,closed,GBR,C3,London,Cambridge,3,1989-01-20,2005-10-01,2007-07-01
Analytics,3000000,acquired,USA,CA,SF Bay Area,Foster City,1,2005-01-01,2009-07-20,2009-07-20
Mobile,29000000,operating,USA,NY,New York City,New York,2,2014-01-01,2014-11-05,2015-03-20
Curated Web,-,acquired,USA,CA,Los Angeles,Santa Monica,1,2008-08-01,2008-08-01,2008-08-01
Analytics,200000,operating,IND,19,Bangalore,Bangalore,1,2012-01-01,2015-05-26,2015-05-26
Software,15000000,operating,USA,ID,ID - Other,Eagle,1,2006-01-01,2015-10-05,2015-10-05
Apps,10599858,operating,USA,NY,New York City,New York,2,2014-10-01,2014-10-21,2015-03-31
Software,-,operating,USA,MA,Boston,Cambridge,3,2007-03-09,2007-01-01,2008-05-09
Software,54725551,operating,AUT,9,Vienna,Vienna,1,1998-01-01,2015-03-25,2015-03-25
Analytics,2455000,operating,USA,NY,New York City,New York,2,2012-01-01,2013-05-03,2014-01-01
E-Commerce,-,operating,CHN,22,Beijing,Beijing,1,2010-06-01,2010-01-01,2010-01-01
Mobile,90000,closed,USA,NY,New York City,New York,1,2009-08-19,2009-09-01,2009-09-01
Advertising,136057047,ipo,USA,CA,SF Bay Area,Emeryville,8,2006-11-01,2007-10-15,2015-06-11
Enterprise Software,40000,operating,USA,GA,Atlanta,Atlanta,1,2012-01-01,2012-04-10,2012-04-10
Analytics,21770374,operating,USA,CA,SF Bay Area,Mountain View,5,2012-04-17,2012-10-03,2015-04-27
Software,1000000,operating,CAN,ON,Ottawa,Ottawa,1,2006-01-01,2010-03-16,2010-03-16
Enterprise Software,2904978,operating,KOR,11,Seoul,Seoul,1,2011-04-11,2014-05-01,2014-05-01
E-Commerce,610000,operating,USA,MA,Boston,Boston,1,2013-01-01,2013-09-04,2013-09-04
Analytics,390000,acquired,USA,NC,Raleigh,Raleigh,5,2012-10-01,2013-03-11,2015-03-10
Mobile,12004200,acquired,ESP,29,Madrid,Madrid,1,2006-05-01,2010-03-24,2010-03-24
E-Commerce,6365000,operating,USA,TX,Austin,Austin,3,2011-02-23,2011-09-27,2014-11-21
Advertising,585576,operating,PRT,14,Porto,Porto,1,2011-04-12,2013-06-03,2013-06-03
E-Commerce,2400000,operating,CAN,ON,Toronto,Kitchener,1,2013-04-01,2013-10-03,2013-10-03
Advertising,36400000,operating,USA,WA,Seattle,Seattle,2,2009-04-01,2013-05-21,2015-01-29
Apps,5100000,operating,AUS,7,Melbourne,Melbourne,1,2010-01-01,2015-08-05,2015-08-05
E-Commerce,15100000,acquired,USA,IL,Chicago,Chicago,1,1997-01-01,1999-05-31,1999-05-31
Advertising,561000,operating,USA,NY,New York City,New York,3,2012-01-01,2012-11-21,2014-10-03
Enterprise Software,6360000,acquired,CAN,QC,Montreal,Montréal,2,2006-01-01,2007-05-08,2008-10-03
Apps,1100000,operating,USA,NY,New York City,New York,1,2014-02-01,2014-05-01,2014-05-01
Curated Web,101474,acquired,AUT,9,Vienna,Vienna,4,2007-01-01,2007-01-01,2010-05-01
Analytics,1000000,operating,POL,78,Warsaw,Warsaw,1,2012-05-17,2012-05-17,2012-05-17
Curated Web,-,closed,USA,CA,SF Bay Area,San Francisco,1,2010-05-05,2010-04-01,2010-04-01
Mobile,890000,closed,USA,NY,New York City,New York,2,2011-01-01,2011-08-15,2012-08-02
Analytics,1000000,operating,GRC,35,Athens,Athens,1,2011-01-01,2011-12-27,2011-12-27
Advertising,163500000,operating,USA,CA,SF Bay Area,Redwood City,8,2006-01-01,2005-01-01,2014-12-12
Apps,45000,operating,GBR,H9,London,London,1,2010-06-01,2010-06-01,2010-06-01
Curated Web,11750000,operating,USA,CA,SF Bay Area,Emeryville,4,2015-07-15,2006-11-01,2012-06-01
Mobile,3000000,operating,USA,MO,St. Louis,St Louis,1,2010-01-01,2010-07-01,2010-07-01
Analytics,2780938.614,operating,CAN,ON,Toronto,Toronto,2,2012-06-15,2014-01-20,2014-11-01
E-Commerce,100000,operating,USA,MI,Detroit,Ann Arbor,1,2011-10-26,2013-06-12,2013-06-12
Software,735000,operating,USA,CO,Fort Collins,Fort Collins,2,2002-01-01,2010-09-02,2011-11-08
E-Commerce,50000,closed,COL,34,Bogota,Bogotá,1,2012-02-15,2012-08-01,2012-08-01
Curated Web,30000,closed,GHA,1,Accra,Accra,1,2010-07-01,2010-07-01,2010-07-01
Biotechnology,7700000,operating,USA,UT,Salt Lake City,Provo,3,2012-07-13,2014-01-01,2015-06-16
Software,110000,operating,USA,CT,Hartford,New Haven,1,2007-01-01,2010-03-30,2010-03-30
Apps,2715000,acquired,USA,NY,New York City,New York,3,2013-10-01,2013-03-14,2014-08-19
Software,6514212,operating,USA,IL,Chicago,Chicago,1,2003-01-01,2009-06-18,2009-06-18
Curated Web,69585,closed,GBR,H9,London,London,1,2009-04-20,2009-01-01,2009-01-01
Biotechnology,119865030,operating,USA,CA,Napa Valley,Santa Rosa,5,2007-01-01,2009-11-06,2013-11-07
Mobile,5100000,operating,USA,IL,Chicago,Chicago,1,2003-01-01,2006-04-25,2006-04-25
Advertising,2950000,operating,USA,MA,Boston,Boston,3,2014-12-01,2015-04-01,2015-11-16
Curated Web,3040000,operating,USA,CA,San Diego,San Diego,3,2011-01-02,2012-01-02,2015-05-14
Advertising,4975007,operating,USA,CA,Anaheim,Orange,4,2009-02-01,2010-12-28,2013-09-18
Advertising,6846120,operating,FRA,A8,Paris,Paris,3,2009-09-15,2010-06-15,2014-05-22
E-Commerce,10050071,operating,USA,CA,SF Bay Area,Mountain View,3,2005-10-01,2008-10-01,2013-02-20
Apps,800000,operating,IRL,4,Cork,Cork,1,2011-07-10,2013-04-07,2013-04-07
Analytics,140382,operating,ESP,32,NoÃ¡in,Noáin,1,2012-05-04,2012-11-19,2012-11-19
Software,5314960,acquired,GBR,H9,London,London,3,2008-07-04,2009-01-01,2010-05-20
Curated Web,909330,operating,GBR,K7,London,Reading,2,2008-01-01,2007-10-01,2009-01-01
Curated Web,2600000,acquired,USA,CA,San Diego,San Diego,1,2009-03-18,2010-04-13,2010-04-13
Apps,3499999,operating,USA,CA,Los Angeles,Pasadena,1,2010-01-01,2010-07-01,2010-07-01
Advertising,32902115,operating,USA,CA,SF Bay Area,San Francisco,6,2004-06-01,2006-09-28,2011-05-25
Advertising,14771601,operating,GBR,H9,London,London,2,2006-09-17,2007-12-01,2015-05-29
Advertising,259424,operating,GBR,H9,London,London,1,2011-01-01,2014-10-01,2014-10-01
Analytics,2000000,acquired,DEU,5,Frankfurt,Wiesbaden,1,2010-03-08,2013-07-12,2013-07-12
Advertising,465000,closed,USA,IL,Chicago,Chicago,1,2008-01-01,2008-06-01,2008-06-01
Apps,2500000,operating,IND,16,Mumbai,Mumbai,1,2010-01-01,2015-03-09,2015-03-09
Software,-,operating,USA,WI,Milwaukee,Racine,1,2009-10-21,2012-05-14,2012-05-14
Enterprise Software,233700000,operating,USA,CA,SF Bay Area,San Francisco,6,2008-01-01,2009-01-01,2015-07-29
Biotechnology,95000,operating,USA,MN,Minneapolis,Minneapolis,1,2010-01-01,2010-12-03,2010-12-03
E-Commerce,245000,operating,USA,NY,New York City,New York,1,2013-10-06,2014-03-19,2014-03-19
Biotechnology,6704285,acquired,CAN,BC,Burnaby,Burnaby,1,1995-01-01,2003-02-28,2003-02-28
Biotechnology,82110714,operating,USA,CA,SF Bay Area,San Francisco,4,2013-01-01,2014-02-10,2015-06-09
Software,10500000,acquired,USA,WA,Seattle,Seattle,2,1999-01-01,2006-09-29,2010-02-18
Software,1480001,operating,USA,NM,Albuquerque,Albuquerque,3,2011-01-01,2011-01-24,2015-09-04
Curated Web,-,operating,USA,NY,New York City,New York,1,2009-08-01,2013-10-15,2013-10-15
E-Commerce,500000,closed,USA,GA,Atlanta,Atlanta,2,2010-01-01,2010-03-15,2011-01-01
Mobile,21115154,operating,USA,CA,SF Bay Area,San Francisco,10,2007-01-01,2007-01-01,2015-05-18
Analytics,150000,operating,USA,MI,Detroit,Southfield,3,2013-01-02,2014-02-01,2014-07-04
E-Commerce,2700000,operating,USA,CA,SF Bay Area,Palo Alto,2,2013-01-01,2014-01-01,2014-08-07
Biotechnology,2148399,closed,USA,CA,SF Bay Area,San Mateo,1,2005-11-01,2010-02-08,2010-02-08
E-Commerce,9500000,acquired,USA,CA,SF Bay Area,Redwood City,2,2006-01-01,2006-12-01,2008-10-10
Curated Web,800000,closed,USA,CA,SF Bay Area,San Francisco,1,2008-07-01,2008-01-01,2008-01-01
Curated Web,64602,operating,GBR,K2,GBR - Other,Charlbury,1,2011-09-01,2012-10-01,2012-10-01
Curated Web,25000,closed,USA,CA,SF Bay Area,San Francisco,1,2009-06-20,2009-06-26,2009-06-26
Advertising,3830000,operating,USA,CA,Los Angeles,Los Angeles,2,2010-04-16,2012-12-01,2014-10-13
Mobile,25000,operating,USA,CA,SF Bay Area,San Francisco,1,2011-07-07,2012-09-01,2012-09-01
Mobile,38484,operating,ROM,13,Cluj-Napoca,Cluj,1,2012-01-01,2013-04-03,2013-04-03
Apps,120000,operating,USA,CA,Los Angeles,Glendale,2,2011-11-11,2014-06-30,2014-07-07
Analytics,65070,operating,ITA,12,Turin,Torino,2,2012-03-01,2012-01-03,2013-01-01
Mobile,1528000,operating,USA,CA,SF Bay Area,San Mateo,3,2012-11-01,2012-09-01,2013-11-04
Curated Web,3200000,acquired,USA,CA,SF Bay Area,San Francisco,2,2008-01-01,2009-06-24,2010-10-04
Software,1500000,operating,GBR,D9,London,Ealing,2,2006-01-01,2009-11-01,2009-11-01
Software,17000000,operating,USA,CA,SF Bay Area,San Francisco,2,2011-05-01,2011-05-12,2012-08-22
Software,415000,operating,USA,VA,"Washington, D.C.",Charlottesville,1,2013-01-01,2015-06-24,2015-06-24
Clean Technology,6000000,operating,USA,NC,Raleigh,Morrisville,1,2004-01-01,2014-07-17,2014-07-17
Biotechnology,19264909,operating,USA,FL,Palm Beaches,West Palm Beach,3,2006-01-01,2011-03-21,2014-06-19
Clean Technology,3750000,operating,CAN,ON,Toronto,Waterloo,2,2009-06-03,2009-12-22,2014-09-25
Mobile,411834,operating,BRA,15,Rio de Janeiro,Belo Horizonte,2,2013-05-16,2013-09-15,2013-10-15
Advertising,-,operating,USA,MD,MD - Other,Fort Washington,1,2013-07-23,2013-08-28,2013-08-28
E-Commerce,84730,operating,CAN,ON,Toronto,Markham,1,2014-10-20,2015-01-07,2015-01-07
Software,150000,operating,USA,MA,Boston,Needham,1,2010-01-01,2010-09-27,2010-09-27
Advertising,32094,operating,KOR,11,Seoul,Seoul,1,2013-06-03,2013-05-08,2013-05-08
Curated Web,-,operating,JPN,34,JPN - Other,Omiya,1,2012-01-01,2013-12-19,2013-12-19
E-Commerce,30000,closed,USA,PA,Pittsburgh,Pittsburgh,1,2008-02-20,2011-05-24,2011-05-24
Mobile,19300000,closed,USA,CA,SF Bay Area,Pittsburg,3,2000-01-01,2005-07-07,2007-07-17
Curated Web,-,closed,ITA,20,Roncade,Roncade,1,2009-02-01,2010-03-01,2010-03-01
Software,-,operating,USA,MO,St. Louis,St Louis,1,2002-06-01,2010-10-06,2010-10-06
Advertising,-,operating,BRA,5,Recife,Recife,1,2014-07-01,2013-01-01,2013-01-01
Enterprise Software,4800000,operating,DEU,13,DEU - Other,Deutsch,3,2012-12-01,2012-12-01,2014-04-10
